from_venue	to_venue	to_display_name	mentions	same_discipline	to_coverage	to_tier	to_region
usenix-security	osdi	OSDI	3	yes	depth	field	international
usenix-security	atc	ATC	2	yes	depth	field	international
usenix-security	international-symposium-on-research-in-attacks-intrusions-and-defenses	International Symposium on Research in Attacks, Intrusions and Defenses	2	no	breadth	field	international
usenix-security	nsdi	NSDI	2	yes	depth	field	international
usenix-security	sosp	SOSP	2	yes	depth	field	international
vis	eurovis	EuroVis	15	no	breadth	field	international
vis	chi	CHI	14	yes	depth	field	international
vis	siggraph	SIGGRAPH	7	yes	depth	field	international
vis	cvpr	CVPR	6	yes	depth	field	international
vis	representations	Representations	3	no	breadth	field	international
vis	uist	UIST	3	yes	depth	field	international
vis	ieee-international-symposium-on-mixed-and-augmented-reality	IEEE International Symposium on Mixed and Augmented Reality	2	no	breadth	field	international
vldb	sigmod	SIGMOD	12	yes	depth	field	international
vldb	icde	ICDE	6	yes	depth	field	international
vldb	pods	PODS	5	yes	depth	field	international
vldb	edbt	EDBT	4	yes	depth	field	international
vldb	kdd	KDD	3	yes	depth	field	international
vldb	eurosys	EuroSys	2	yes	depth	field	international
vldb	icdt	ICDT	2	yes	depth	field	international
vldb	nsdi	NSDI	2	yes	depth	field	international
wacv	cvpr	CVPR	16	yes	depth	field	international
wacv	eccv	ECCV	12	yes	depth	field	international
wacv	iccv	ICCV	12	yes	depth	field	international
wacv	aistats	AISTATS	2	yes	depth	field	international
wacv	icml	ICML	2	yes	depth	field	international
wacv	neurips	NeurIPS	2	yes	depth	field	international
world-bank-economic-review	journal-of-development-economics	Journal of Development Economics	23	yes	depth	field	international
world-bank-economic-review	world-development	World Development	17	no	depth	field	international
world-bank-economic-review	journal-of-economic-literature	Journal of Economic Literature	4	no	depth	field	international
world-development	journal-of-development-economics	Journal of Development Economics	20	no	depth	field	international
world-development	world-bank-economic-review	World Bank Economic Review	12	no	depth	field	international
world-politics	journal-of-politics	Journal of Politics	11	yes	depth	field	international
world-politics	international-organization	International Organization	7	no	depth	field	international
world-politics	american-journal-of-political-science	American Journal of Political Science	6	yes	depth	top-3 polisci	international
world-politics	american-political-science-review	American Political Science Review	6	yes	depth	top-3 polisci	international
world-politics	comparative-political-studies	Comparative Political Studies	6	yes	depth	field	international
wsdm	sigir	SIGIR	25	yes	depth	field	international
wsdm	kdd	KDD	15	yes	depth	field	international
wsdm	cikm	CIKM	12	yes	depth	field	international
wsdm	recsys	RecSys	10	yes	depth	field	international
wsdm	acm-conference-on-computer-and-communications-security	ACM Conference on Computer and Communications Security	7	no	breadth	field	international
wsdm	pnas	PNAS	3	no	depth	field	international
wsdm	sigmod	SIGMOD	3	yes	depth	field	international
wsdm	neurips	NeurIPS	2	yes	depth	field	international
